Timestamp,District,Hour,DayOfWeek,Latency_ms,PacketLoss_Percent,MPLS_Bandwidth_Usage_Percent,Temperature_C,Status
2026-07-09 01:28:21,السياني,1,3,162.23,3.52,88.21,16.5,ازدحام (ذروة المساء)
2026-07-09 01:43:21,النادرة,1,3,124.57,1.64,88.53,20.4,ازدحام (ذروة المساء)
2026-07-09 02:10:49,حبيش,2,3,25.08,0.74,36.94,17.3,طبيعي
2026-07-09 02:15:20,السياني,2,3,15.63,1.05,44.46,20.1,طبيعي
2026-07-09 02:16:17,النادرة,2,3,15.81,0.78,51.6,24.2,طبيعي
2026-07-09 02:25:14,ذي السفال,2,3,47.7,1.11,49.46,19.2,طبيعي
2026-07-09 02:31:47,حزم العدين,2,3,21.52,1.0,26.62,17.4,طبيعي
2026-07-09 03:04:32,السياني,3,3,41.05,0.25,35.17,21.1,طبيعي
2026-07-09 03:16:35,ذي السفال,3,3,45.22,1.11,36.58,16.1,طبيعي
2026-07-09 03:39:04,جبلة,3,3,16.15,1.1,43.48,24.2,طبيعي
2026-07-09 04:10:57,بعدان,4,3,25.9,0.94,21.36,16.7,طبيعي
2026-07-09 04:14:47,المخادر,4,3,48.64,0.18,27.12,21.6,طبيعي
2026-07-09 04:15:49,السياني,4,3,17.35,0.9,43.82,20.0,طبيعي
2026-07-09 04:41:18,السبرة,4,3,34.77,0.08,38.88,15.4,طبيعي
2026-07-09 04:47:53,فرع العدين,4,3,31.84,0.6,41.38,20.3,طبيعي
2026-07-09 04:54:22,النادرة,4,3,48.11,0.45,54.47,16.8,طبيعي
2026-07-09 04:56:55,حزم العدين,4,3,49.26,1.01,52.03,20.3,طبيعي
2026-07-09 05:37:10,السياني,5,3,23.09,0.81,28.88,15.3,طبيعي
2026-07-09 05:50:06,فرع العدين,5,3,34.49,0.86,55.5,20.7,طبيعي
2026-07-09 05:58:24,حزم العدين,5,3,48.69,1.13,52.27,21.0,طبيعي
2026-07-09 06:05:11,حزم العدين,6,3,15.46,0.1,55.85,17.9,طبيعي
2026-07-09 06:05:12,الشعر,6,3,29.75,1.07,43.32,16.8,طبيعي
2026-07-09 06:08:59,الرضمة,6,3,35.66,0.32,35.19,17.6,طبيعي
2026-07-09 06:13:09,حبيش,6,3,45.14,0.26,34.51,22.7,طبيعي
2026-07-09 06:13:40,القفر,6,3,32.06,1.07,54.74,16.4,طبيعي
2026-07-09 06:30:01,السبرة,6,3,40.96,0.84,40.5,19.8,طبيعي
2026-07-09 06:45:34,ذي السفال,6,3,49.45,0.63,53.4,16.4,طبيعي
2026-07-09 07:21:39,العدين,7,3,19.12,0.69,56.57,15.2,طبيعي
2026-07-09 07:24:13,السبرة,7,3,40.21,0.13,39.9,19.1,طبيعي
2026-07-09 07:27:06,حبيش,7,3,37.16,0.59,30.03,22.3,طبيعي
2026-07-09 07:38:01,السبرة,7,3,33.16,0.06,35.33,19.2,طبيعي
2026-07-09 08:06:17,الرضمة,8,3,41.98,0.08,23.61,16.8,طبيعي
2026-07-09 08:15:09,الرضمة,8,3,25.4,0.68,48.76,18.6,طبيعي
2026-07-09 08:30:46,فرع العدين,8,3,31.93,0.32,25.4,24.5,طبيعي
2026-07-09 08:35:26,السدة,8,3,48.43,0.19,53.86,23.4,طبيعي
2026-07-09 08:52:32,جبلة,8,3,40.49,0.59,23.01,16.1,طبيعي
2026-07-09 09:21:31,يريم,9,3,17.72,0.0,23.04,19.6,طبيعي
2026-07-09 09:42:47,حبيش,9,3,18.21,1.1,34.44,20.9,طبيعي
2026-07-09 09:54:05,يريم,9,3,18.03,1.15,40.85,21.9,طبيعي
2026-07-09 10:37:40,السبرة,10,3,44.72,0.3,47.69,21.6,طبيعي
2026-07-09 10:48:51,فرع العدين,10,3,38.45,0.05,22.06,21.9,طبيعي
2026-07-09 10:50:30,السبرة,10,3,47.04,0.04,42.72,16.8,طبيعي
2026-07-09 10:52:55,ذي السفال,10,3,29.76,0.95,24.61,16.9,طبيعي
2026-07-09 11:20:40,بعدان,11,3,37.56,0.78,40.9,19.6,طبيعي
2026-07-09 11:24:42,القفر,11,3,39.37,0.41,23.08,16.2,طبيعي
2026-07-09 11:43:05,القفر,11,3,33.84,0.79,52.16,20.7,طبيعي
2026-07-09 11:46:14,المركز (المشنة والظهار),11,3,23.15,0.03,44.63,23.9,طبيعي
2026-07-09 11:54:18,المخادر,11,3,42.96,1.2,57.56,20.3,طبيعي
2026-07-09 12:08:04,السبرة,12,3,365.24,15.1,39.2,28.4,عطل (قطع كابل/برج منفصل)
2026-07-09 12:46:06,بعدان,12,3,15.12,0.56,49.29,29.1,طبيعي
2026-07-09 12:48:36,المخادر,12,3,314.17,14.53,29.34,27.8,عطل (قطع كابل/برج منفصل)
2026-07-09 12:54:18,النادرة,12,3,42.52,0.11,58.0,27.3,طبيعي
2026-07-09 13:44:10,حزم العدين,13,3,49.62,0.89,56.15,29.6,طبيعي
2026-07-09 13:53:54,السياني,13,3,36.27,0.62,45.99,31.7,طبيعي
2026-07-09 14:04:22,جبلة,14,3,48.5,0.99,21.47,28.3,طبيعي
2026-07-09 15:40:21,فرع العدين,15,3,35.9,0.63,40.73,27.3,طبيعي
2026-07-09 16:32:21,السدة,16,3,20.39,0.98,47.84,22.6,طبيعي
2026-07-09 17:14:24,فرع العدين,17,3,45.1,0.55,55.8,15.3,طبيعي
2026-07-09 17:17:47,ذي السفال,17,3,16.24,0.39,54.09,15.4,طبيعي
2026-07-09 17:25:16,الرضمة,17,3,28.04,0.31,36.34,15.9,طبيعي
2026-07-09 17:40:36,المخادر,17,3,38.91,0.09,28.81,15.8,طبيعي
2026-07-09 17:41:38,السياني,17,3,46.73,0.69,40.64,23.8,طبيعي
2026-07-09 18:05:26,السياني,18,3,177.86,3.79,88.74,20.7,ازدحام (ذروة المساء)
2026-07-09 18:15:42,المركز (المشنة والظهار),18,3,123.4,1.84,87.25,16.6,ازدحام (ذروة المساء)
2026-07-09 18:18:57,النادرة,18,3,105.86,4.08,95.54,21.2,ازدحام (ذروة المساء)
2026-07-09 18:24:24,يريم,18,3,164.35,1.56,89.69,16.3,ازدحام (ذروة المساء)
2026-07-09 18:27:34,حزم العدين,18,3,109.31,1.29,88.62,22.6,ازدحام (ذروة المساء)
2026-07-09 18:34:33,ذي السفال,18,3,153.4,2.89,88.64,21.3,ازدحام (ذروة المساء)
2026-07-09 19:05:33,حبيش,19,3,133.22,3.94,85.26,17.8,ازدحام (ذروة المساء)
2026-07-09 19:23:38,فرع العدين,19,3,183.72,3.41,86.44,24.3,ازدحام (ذروة المساء)
2026-07-09 19:35:38,السبرة,19,3,137.36,1.2,94.92,22.7,ازدحام (ذروة المساء)
2026-07-09 19:51:20,المخادر,19,3,186.89,3.62,98.63,23.7,ازدحام (ذروة المساء)
2026-07-09 20:09:27,القفر,20,3,122.36,2.71,85.31,15.2,ازدحام (ذروة المساء)
2026-07-09 20:33:02,جبلة,20,3,132.62,2.58,98.96,17.7,ازدحام (ذروة المساء)
2026-07-09 20:36:41,الرضمة,20,3,158.05,3.29,86.15,17.2,ازدحام (ذروة المساء)
2026-07-09 20:43:57,السبرة,20,3,163.13,4.18,85.44,24.6,ازدحام (ذروة المساء)
2026-07-09 20:50:20,حبيش,20,3,121.2,2.12,91.19,22.6,ازدحام (ذروة المساء)
2026-07-09 20:56:02,جبلة,20,3,155.17,2.29,85.44,17.1,ازدحام (ذروة المساء)
2026-07-09 20:56:06,الشعر,20,3,110.37,1.32,87.23,20.4,ازدحام (ذروة المساء)
2026-07-09 21:12:17,حزم العدين,21,3,169.68,2.03,85.25,20.3,ازدحام (ذروة المساء)
2026-07-09 21:29:18,السدة,21,3,90.12,3.09,91.47,16.9,ازدحام (ذروة المساء)
2026-07-09 21:42:24,النادرة,21,3,106.08,3.28,88.16,20.6,ازدحام (ذروة المساء)
2026-07-09 21:44:42,جبلة,21,3,135.52,1.04,89.35,23.0,ازدحام (ذروة المساء)
2026-07-09 21:49:55,المخادر,21,3,119.17,3.43,93.4,19.8,ازدحام (ذروة المساء)
2026-07-09 22:17:12,حبيش,22,3,164.92,1.51,95.14,24.1,ازدحام (ذروة المساء)
2026-07-09 22:18:29,حزم العدين,22,3,151.82,3.46,91.98,16.4,ازدحام (ذروة المساء)
2026-07-09 22:44:03,المخادر,22,3,98.79,2.23,92.25,18.3,ازدحام (ذروة المساء)
2026-07-09 23:06:42,بعدان,23,3,158.95,3.8,92.95,16.3,ازدحام (ذروة المساء)
2026-07-09 23:22:14,القفر,23,3,160.65,1.11,93.91,16.0,ازدحام (ذروة المساء)
2026-07-09 23:25:34,بعدان,23,3,183.52,4.32,89.18,21.1,ازدحام (ذروة المساء)
2026-07-09 23:29:37,فرع العدين,23,3,179.48,2.92,86.12,23.1,ازدحام (ذروة المساء)
2026-07-09 23:44:58,السدة,23,3,133.86,3.54,87.3,15.4,ازدحام (ذروة المساء)
2026-07-09 23:56:07,القفر,23,3,111.92,4.42,97.2,16.6,ازدحام (ذروة المساء)
2026-07-10 00:19:19,السياني,0,4,94.37,1.57,91.07,23.7,ازدحام (ذروة المساء)
2026-07-10 00:21:10,العدين,0,4,155.03,1.7,98.65,25.0,ازدحام (ذروة المساء)
2026-07-10 00:28:38,فرع العدين,0,4,176.83,3.55,91.48,17.6,ازدحام (ذروة المساء)
2026-07-10 00:50:58,العدين,0,4,188.76,1.14,90.19,18.5,ازدحام (ذروة المساء)
2026-07-10 00:59:13,ذي السفال,0,4,138.67,4.06,95.15,19.4,ازدحام (ذروة المساء)
2026-07-10 01:01:09,حبيش,1,4,118.39,2.26,98.89,21.6,ازدحام (ذروة المساء)
2026-07-10 01:10:01,المخادر,1,4,103.16,3.51,95.26,21.3,ازدحام (ذروة المساء)
2026-07-10 01:11:34,يريم,1,4,108.1,3.99,98.6,17.4,ازدحام (ذروة المساء)
2026-07-10 01:13:39,فرع العدين,1,4,156.26,1.33,93.11,20.9,ازدحام (ذروة المساء)
2026-07-10 01:41:56,جبلة,1,4,148.84,3.1,85.13,23.6,ازدحام (ذروة المساء)
2026-07-10 01:58:43,فرع العدين,1,4,134.2,2.16,97.37,17.3,ازدحام (ذروة المساء)
2026-07-10 02:07:14,القفر,2,4,23.7,0.74,37.24,23.3,طبيعي
2026-07-10 02:29:28,الرضمة,2,4,31.61,1.01,46.55,22.4,طبيعي
2026-07-10 02:33:13,فرع العدين,2,4,18.92,0.32,28.23,23.7,طبيعي
2026-07-10 03:09:10,العدين,3,4,19.27,0.54,21.57,24.4,طبيعي
2026-07-10 03:24:29,العدين,3,4,39.09,0.48,43.39,16.0,طبيعي
2026-07-10 03:55:42,الرضمة,3,4,49.06,0.7,32.93,15.2,طبيعي
2026-07-10 04:47:09,الرضمة,4,4,19.89,0.04,46.67,19.9,طبيعي
2026-07-10 04:51:44,الشعر,4,4,20.68,0.23,49.32,24.4,طبيعي
2026-07-10 05:15:29,حبيش,5,4,39.24,1.01,27.09,23.7,طبيعي
2026-07-10 05:21:29,يريم,5,4,44.08,1.04,29.77,15.2,طبيعي
2026-07-10 05:32:25,السياني,5,4,36.02,1.13,56.75,23.0,طبيعي
2026-07-10 05:34:08,الشعر,5,4,38.02,1.2,24.26,21.5,طبيعي
2026-07-10 05:43:16,ذي السفال,5,4,41.33,0.11,59.73,23.7,طبيعي
2026-07-10 06:00:22,الرضمة,6,4,26.45,0.8,36.17,23.8,طبيعي
2026-07-10 06:13:23,المخادر,6,4,45.41,0.45,32.69,23.8,طبيعي
2026-07-10 06:18:12,بعدان,6,4,27.83,0.48,32.98,15.1,طبيعي
2026-07-10 06:48:03,المركز (المشنة والظهار),6,4,22.95,0.09,34.93,17.4,طبيعي
2026-07-10 07:02:42,حزم العدين,7,4,32.52,0.65,50.37,21.4,طبيعي
2026-07-10 07:18:48,جبلة,7,4,26.94,0.46,21.03,19.8,طبيعي
2026-07-10 07:21:56,العدين,7,4,28.8,0.66,39.07,17.5,طبيعي
2026-07-10 07:29:10,القفر,7,4,21.85,0.01,20.73,24.6,طبيعي
2026-07-10 07:34:50,فرع العدين,7,4,17.11,1.12,57.08,17.4,طبيعي
2026-07-10 07:48:44,جبلة,7,4,33.31,0.8,44.69,16.7,طبيعي
2026-07-10 07:56:49,السدة,7,4,40.12,0.48,23.59,20.8,طبيعي
2026-07-10 08:19:42,الرضمة,8,4,42.99,0.22,54.38,16.2,طبيعي
2026-07-10 08:29:21,السبرة,8,4,48.7,0.58,30.26,20.7,طبيعي
2026-07-10 09:38:05,المركز (المشنة والظهار),9,4,18.93,0.0,41.06,18.7,طبيعي
2026-07-10 09:46:47,ذي السفال,9,4,21.12,0.43,45.86,22.9,طبيعي
2026-07-10 09:53:44,الشعر,9,4,25.57,0.88,30.23,20.6,طبيعي
2026-07-10 10:12:47,بعدان,10,4,36.84,0.54,23.82,21.7,طبيعي
2026-07-10 10:17:46,فرع العدين,10,4,31.55,0.64,54.77,17.4,طبيعي
2026-07-10 11:33:35,العدين,11,4,34.13,0.28,44.28,21.4,طبيعي
2026-07-10 11:33:42,جبلة,11,4,38.65,0.53,43.88,17.7,طبيعي
2026-07-10 11:34:36,ذي السفال,11,4,19.49,0.12,59.65,21.9,طبيعي
2026-07-10 11:44:48,يريم,11,4,24.27,0.77,50.9,24.1,طبيعي
2026-07-10 12:00:02,ذي السفال,12,4,27.42,0.08,29.07,27.9,طبيعي
2026-07-10 12:29:49,جبلة,12,4,37.41,0.33,22.8,30.0,طبيعي
2026-07-10 12:44:35,السدة,12,4,349.28,17.48,32.97,29.2,عطل (قطع كابل/برج منفصل)
2026-07-10 12:53:21,جبلة,12,4,35.32,0.11,33.34,28.7,طبيعي
2026-07-10 13:03:53,فرع العدين,13,4,18.38,0.54,41.43,27.2,طبيعي
2026-07-10 13:12:55,السبرة,13,4,31.62,0.46,59.25,27.8,طبيعي
2026-07-10 13:13:10,السياني,13,4,41.9,0.29,49.49,26.1,طبيعي
2026-07-10 13:16:57,حبيش,13,4,45.26,0.73,51.52,27.5,طبيعي
2026-07-10 13:21:00,جبلة,13,4,22.96,0.41,24.71,26.4,طبيعي
2026-07-10 13:22:18,جبلة,13,4,25.69,0.48,42.15,31.6,طبيعي
2026-07-10 13:36:34,النادرة,13,4,42.52,0.69,26.47,31.2,طبيعي
2026-07-10 14:40:48,يريم,14,4,33.89,0.75,35.89,29.0,طبيعي
2026-07-10 14:52:00,يريم,14,4,42.65,0.37,52.24,31.2,طبيعي
2026-07-10 14:57:30,السدة,14,4,27.11,1.17,47.8,27.0,طبيعي
2026-07-10 14:57:44,جبلة,14,4,47.3,0.58,54.48,26.8,طبيعي
2026-07-10 15:03:29,حزم العدين,15,4,28.95,0.18,40.1,27.0,طبيعي
2026-07-10 15:09:25,السياني,15,4,23.14,0.1,40.24,28.9,طبيعي
2026-07-10 15:18:46,المخادر,15,4,24.72,1.02,55.04,31.6,طبيعي
2026-07-10 15:32:07,الرضمة,15,4,20.32,0.07,46.01,29.7,طبيعي
2026-07-10 15:56:54,يريم,15,4,41.4,0.74,39.38,27.3,طبيعي
2026-07-10 16:15:37,ذي السفال,16,4,25.61,0.12,24.86,16.4,طبيعي
2026-07-10 16:26:33,المركز (المشنة والظهار),16,4,43.49,0.74,59.87,20.1,طبيعي
2026-07-10 16:56:58,النادرة,16,4,19.57,1.06,37.04,20.3,طبيعي
2026-07-10 16:58:41,السدة,16,4,43.96,0.88,36.57,18.7,طبيعي
2026-07-10 17:01:01,جبلة,17,4,42.66,0.7,36.74,16.3,طبيعي
2026-07-10 17:09:08,بعدان,17,4,44.2,0.76,32.94,21.2,طبيعي
2026-07-10 17:18:12,العدين,17,4,18.84,0.66,39.51,24.6,طبيعي
2026-07-10 17:21:40,النادرة,17,4,37.81,0.97,29.74,23.6,طبيعي
2026-07-10 17:27:41,حبيش,17,4,19.66,0.12,58.25,18.9,طبيعي
2026-07-10 17:59:50,ذي السفال,17,4,23.91,1.01,37.5,21.9,طبيعي
2026-07-10 18:26:08,السياني,18,4,155.94,4.13,93.92,19.6,ازدحام (ذروة المساء)
2026-07-10 18:29:15,فرع العدين,18,4,316.49,8.81,91.31,23.9,عطل (قطع كابل/برج منفصل)
2026-07-10 18:39:38,السياني,18,4,97.21,1.25,95.03,15.8,ازدحام (ذروة المساء)
2026-07-10 18:46:01,العدين,18,4,136.19,4.47,90.43,20.1,ازدحام (ذروة المساء)
2026-07-10 18:54:32,بعدان,18,4,131.21,2.92,89.97,22.8,ازدحام (ذروة المساء)
2026-07-10 19:07:07,السياني,19,4,98.22,4.39,85.29,17.7,ازدحام (ذروة المساء)
2026-07-10 19:27:01,السياني,19,4,110.57,1.42,90.35,21.2,ازدحام (ذروة المساء)
2026-07-10 19:50:50,حزم العدين,19,4,137.83,4.14,98.44,15.7,ازدحام (ذروة المساء)
2026-07-10 20:01:09,النادرة,20,4,150.19,3.04,98.72,17.9,ازدحام (ذروة المساء)
2026-07-10 20:16:22,جبلة,20,4,182.81,1.79,89.74,16.3,ازدحام (ذروة المساء)
2026-07-10 20:27:27,حزم العدين,20,4,184.31,1.84,93.58,19.4,ازدحام (ذروة المساء)
2026-07-10 20:47:07,حزم العدين,20,4,157.15,2.11,98.89,15.1,ازدحام (ذروة المساء)
2026-07-10 21:34:15,القفر,21,4,165.5,2.61,88.53,24.2,ازدحام (ذروة المساء)
2026-07-10 21:38:30,السياني,21,4,95.39,2.12,87.53,20.6,ازدحام (ذروة المساء)
2026-07-10 21:40:47,المخادر,21,4,162.6,3.86,86.84,16.6,ازدحام (ذروة المساء)
2026-07-10 22:39:56,القفر,22,4,149.03,2.78,92.59,22.3,ازدحام (ذروة المساء)
2026-07-10 23:15:06,بعدان,23,4,133.38,1.56,97.28,20.8,ازدحام (ذروة المساء)
2026-07-10 23:15:31,السياني,23,4,189.18,1.35,95.17,17.5,ازدحام (ذروة المساء)
2026-07-10 23:16:46,يريم,23,4,164.23,3.85,89.35,21.6,ازدحام (ذروة المساء)
2026-07-10 23:19:22,جبلة,23,4,145.42,1.02,95.97,18.6,ازدحام (ذروة المساء)
2026-07-10 23:21:09,القفر,23,4,185.81,2.29,87.83,22.5,ازدحام (ذروة المساء)
2026-07-10 23:25:18,حبيش,23,4,126.83,2.57,98.95,23.8,ازدحام (ذروة المساء)
2026-07-10 23:30:21,السدة,23,4,90.19,1.62,94.28,16.4,ازدحام (ذروة المساء)
2026-07-11 00:25:12,حزم العدين,0,5,99.3,3.06,96.12,18.6,ازدحام (ذروة المساء)
2026-07-11 00:39:15,حزم العدين,0,5,112.54,3.46,86.46,22.2,ازدحام (ذروة المساء)
2026-07-11 00:55:16,جبلة,0,5,92.29,2.13,93.43,21.0,ازدحام (ذروة المساء)
2026-07-11 00:55:49,المخادر,0,5,110.98,3.89,98.75,22.5,ازدحام (ذروة المساء)
2026-07-11 00:59:02,المخادر,0,5,133.4,1.31,89.59,16.5,ازدحام (ذروة المساء)
2026-07-11 00:59:30,فرع العدين,0,5,154.26,2.47,98.06,25.0,ازدحام (ذروة المساء)
2026-07-11 01:11:10,الشعر,1,5,189.11,3.62,94.6,16.8,ازدحام (ذروة المساء)
2026-07-11 01:12:50,الشعر,1,5,187.96,1.58,92.92,17.0,ازدحام (ذروة المساء)
2026-07-11 01:44:12,المخادر,1,5,168.26,1.2,98.01,22.0,ازدحام (ذروة المساء)
2026-07-11 01:49:11,العدين,1,5,170.26,2.6,87.61,23.4,ازدحام (ذروة المساء)
2026-07-11 02:02:58,حبيش,2,5,46.64,1.09,21.99,21.3,طبيعي
2026-07-11 02:24:27,النادرة,2,5,36.36,0.16,26.36,22.7,طبيعي
2026-07-11 02:44:53,النادرة,2,5,16.56,0.04,31.31,15.1,طبيعي
2026-07-11 03:08:03,حزم العدين,3,5,41.58,0.54,30.88,17.5,طبيعي
2026-07-11 03:19:22,القفر,3,5,16.63,0.74,54.12,16.6,طبيعي
2026-07-11 03:46:55,النادرة,3,5,18.02,0.28,50.87,18.2,طبيعي
2026-07-11 04:15:01,الرضمة,4,5,47.79,0.06,42.41,24.6,طبيعي
2026-07-11 04:47:07,حزم العدين,4,5,23.98,0.79,59.25,22.3,طبيعي
2026-07-11 05:01:03,السبرة,5,5,36.3,0.42,58.88,19.6,طبيعي
2026-07-11 05:09:13,المخادر,5,5,18.11,0.82,36.72,22.2,طبيعي
2026-07-11 05:12:28,جبلة,5,5,42.71,0.66,41.7,19.0,طبيعي
2026-07-11 05:19:42,حزم العدين,5,5,20.8,1.13,39.39,19.6,طبيعي
2026-07-11 05:32:50,جبلة,5,5,31.11,0.9,54.48,16.0,طبيعي
2026-07-11 05:48:55,فرع العدين,5,5,31.07,0.06,52.26,20.1,طبيعي
2026-07-11 05:57:33,بعدان,5,5,41.54,0.9,41.79,23.7,طبيعي
2026-07-11 06:23:35,السياني,6,5,45.47,0.29,55.18,23.8,طبيعي
2026-07-11 06:28:37,السبرة,6,5,31.24,1.09,22.61,15.3,طبيعي
2026-07-11 07:16:30,السدة,7,5,43.77,0.46,46.27,16.1,طبيعي
2026-07-11 08:54:29,الرضمة,8,5,25.05,0.95,40.93,17.0,طبيعي
2026-07-11 08:54:56,السياني,8,5,47.03,0.64,35.84,23.0,طبيعي
2026-07-11 09:40:37,حبيش,9,5,45.0,1.09,32.67,22.9,طبيعي
2026-07-11 09:41:18,السياني,9,5,16.17,0.44,43.92,20.1,طبيعي
2026-07-11 09:49:41,الشعر,9,5,36.54,0.1,37.61,16.5,طبيعي
2026-07-11 10:02:30,القفر,10,5,49.59,0.58,32.79,22.4,طبيعي
2026-07-11 10:16:44,المخادر,10,5,49.29,0.79,59.88,18.2,طبيعي
2026-07-11 10:24:25,العدين,10,5,40.18,1.07,41.1,20.6,طبيعي
2026-07-11 11:04:54,العدين,11,5,25.38,1.1,33.47,24.7,طبيعي
2026-07-11 11:07:53,القفر,11,5,37.81,0.38,56.05,24.9,طبيعي
2026-07-11 11:10:26,السدة,11,5,23.55,0.14,41.02,23.8,طبيعي
2026-07-11 11:20:12,المركز (المشنة والظهار),11,5,27.18,0.54,25.68,17.4,طبيعي
2026-07-11 11:43:01,الشعر,11,5,43.22,1.01,49.52,20.8,طبيعي
2026-07-11 11:49:24,المركز (المشنة والظهار),11,5,26.38,0.82,47.05,16.3,طبيعي
2026-07-11 11:50:00,بعدان,11,5,49.71,0.09,46.21,16.7,طبيعي
2026-07-11 11:58:53,السدة,11,5,25.69,0.26,40.51,21.9,طبيعي
2026-07-11 12:55:46,حزم العدين,12,5,23.15,0.97,56.14,30.6,طبيعي
2026-07-11 13:18:18,فرع العدين,13,5,38.48,0.67,56.29,27.6,طبيعي
2026-07-11 13:21:38,حزم العدين,13,5,34.13,0.46,54.58,28.8,طبيعي
2026-07-11 13:35:03,حزم العدين,13,5,29.75,0.03,20.72,28.9,طبيعي
2026-07-11 14:17:59,الشعر,14,5,43.91,0.84,58.91,30.2,طبيعي
2026-07-11 14:20:32,المخادر,14,5,25.67,1.0,49.07,31.8,طبيعي
2026-07-11 14:29:45,فرع العدين,14,5,19.21,0.08,28.74,28.7,طبيعي
2026-07-11 14:42:02,ذي السفال,14,5,25.54,0.72,38.75,26.1,طبيعي
